source_ip,destination_ip,protocol,source_port,destination_port,bytes_transferred,packets_sent,packets_received,timestamp,service_type,encryption,authentication,access_control,data_encryption,data_integrity,error_detection,error_correction,compression,routing_protocol,packet_size,latency,response_time,connection_duration,connection_status,class
6295,6295,2,6618,159,3467,6990,687,1612,5,2163,8628,4394,677,8876,678,5440,431,2030,270,6274,7084,1083,3,0
6296,6296,1,7028,7508,8519,9305,7118,1712,5,7898,3857,2332,4099,2337,2250,8576,7318,1241,307,4061,9218,1534,1,1
6297,6297,2,1636,2251,8941,8669,195,7851,2,3606,8208,7675,8773,9993,8059,9052,4115,8297,2546,1841,356,2828,1,1
6298,6298,0,4235,3595,4851,7623,1849,5652,3,3301,4755,2574,1434,2797,3956,2982,9022,5580,404,6125,1348,3584,1,0
6299,6299,0,352,9185,2195,1313,8232,8910,5,3121,8180,1849,7277,2680,1836,9540,9953,7948,5229,4268,7817,9545,0,0
6300,6300,0,4531,5717,8508,3997,3272,3683,0,8381,1605,4538,9352,5068,1663,3505,6368,2864,7528,4359,8955,8456,1,0
6301,6301,1,7858,9388,6373,8647,4501,9008,0,2331,3099,5088,1316,7309,4447,3327,547,7876,5260,2715,5322,8801,2,0
6302,6302,0,8956,9091,629,1577,576,3986,4,8393,95,453,4669,5425,3397,6374,2089,3903,7987,7388,4413,3298,0,1
6303,6303,0,341,9611,8309,8866,2582,5279,5,7772,2524,4901,6399,3829,1785,2488,7291,9785,790,1771,6424,4044,3,1
6304,6304,0,1846,4327,6625,5968,6045,7591,4,6534,3365,9621,219,673,1355,1735,619,2387,6165,5273,4388,2944,3,1
6305,6305,1,5397,6388,2958,6707,6754,9029,2,4359,8937,5262,3039,9650,7068,7776,5992,9312,4847,2764,2543,845,3,1
6306,6306,0,6350,1463,5494,433,3794,7892,3,6928,7514,9952,1682,1666,750,4624,6805,8737,5763,4660,5395,3310,0,1
6307,6307,0,2794,6720,3974,6639,6392,9650,2,3039,2305,812,7423,1258,168,2979,297,9435,488,6664,8945,4820,0,1
6308,6308,2,9874,2658,9633,4713,8486,9561,2,6011,8539,9907,2723,2901,66,4790,2480,6664,1561,145,2920,6074,2,1
6309,6309,0,7556,2273,7465,6235,6677,9321,2,66,2621,5047,5857,5013,9522,8935,8109,9940,2379,67,9550,7318,0,0
6310,6310,2,9395,5776,8960,621,6449,4844,0,8457,2837,6289,2415,1093,1681,7752,5968,4006,8677,8267,5462,4305,0,0
6311,6311,1,2490,2778,73,4267,4065,2476,2,4634,5851,8096,4328,4404,4184,6992,7067,3686,3236,3451,4093,5724,0,1
6312,6312,0,1118,3882,4296,2341,7273,7599,3,6728,1239,1441,9340,4365,6179,9670,4447,217,1706,5736,7937,4069,3,1
6313,6313,1,3119,7502,1143,9610,3826,5730,1,8571,1262,5847,5357,1547,1589,7858,2895,4581,4628,1102,2213,1251,1,1
6314,6314,2,1846,7727,1066,6036,1579,2590,4,167,5976,3283,7343,1831,3055,1426,3601,8249,9349,688,6007,4363,2,1
6315,6315,0,6041,2846,3590,2417,7337,9957,3,1416,1157,9196,3213,7569,8610,498,63,2310,3718,375,3155,9343,3,0
6316,6316,1,6192,3721,5870,8516,7566,4299,1,1861,5317,4370,9752,2927,1287,2578,6664,1682,9477,5803,8587,6103,3,1
6317,6317,1,5148,5724,6892,8971,538,8811,3,2381,6693,3728,1188,2900,4925,2064,9458,6819,2078,7813,523,431,1,0
6318,6318,0,3838,2564,6306,2960,352,9586,2,9126,1672,7792,216,6455,9781,5985,7001,9083,7294,8234,1097,1447,3,0
6319,6319,0,4988,9169,5816,3448,9865,3989,5,3879,2843,9527,8866,4679,3184,4608,1657,6744,6613,1046,6624,7917,0,1
6320,6320,1,709,8964,788,5549,586,7433,1,7617,1206,9436,4606,7606,2698,1812,9125,9417,6655,4132,3217,6000,0,0
6321,6321,2,7617,5540,4262,5447,1489,7351,3,8703,6140,7663,2023,4532,2706,4921,2006,5724,2588,5471,3253,2969,0,1
6322,6322,2,2348,7181,7100,6159,2398,3092,3,3414,1843,7008,3046,1709,8641,7521,4074,6416,6685,1018,142,4075,3,1
6323,6323,1,9606,4096,5581,129,152,277,2,4835,7803,399,4211,8734,8523,6243,545,1096,6042,831,3397,3731,2,1
6324,6324,1,7072,1354,4536,5068,1143,7923,5,1700,3628,3806,7293,7874,4730,6058,9851,6083,8840,9960,4964,3403,1,1
6325,6325,0,189,3102,8451,2761,3811,3032,1,1920,1720,5159,532,161,288,2001,4370,6973,321,2030,6910,1597,3,0
6326,6326,0,784,2001,9449,920,5664,8265,3,8276,7030,2581,9850,4834,8096,7595,2690,1008,3658,6925,9370,503,3,1
6327,6327,1,6814,9998,379,2969,3512,7095,3,439,9425,787,9313,8154,2135,8091,6503,6966,3416,8666,7124,8134,0,1
6328,6328,1,8754,4722,8479,4799,6141,3411,4,8868,8621,9497,4861,8370,4805,6310,9226,8475,8322,3757,9608,9768,0,0
6329,6329,0,5060,9772,5232,8549,4970,9964,4,82,3571,8908,3763,7359,4641,3317,5263,7296,1217,38,928,141,2,1
6330,6330,0,4678,2155,8453,2401,9976,2917,2,8182,2011,7173,4220,9914,3672,7395,3106,9888,5992,2460,5877,7451,0,0
6331,6331,1,2203,3024,9989,7931,1012,7256,2,8832,7797,9468,2059,524,6137,293,4848,6423,9853,8047,6225,2301,3,0
6332,6332,0,5217,3558,6249,7264,7463,2714,0,7436,4249,2391,7530,3722,7867,3136,1392,4467,2196,4891,3778,9385,0,1
6333,6333,0,1466,7436,5790,7966,9231,6578,5,3572,6413,9661,5686,6221,460,4617,2132,4118,6564,1040,8832,7428,1,0
6334,6334,2,7120,659,4965,3550,6248,8539,5,7696,1196,2882,5772,645,9111,5204,1328,292,3135,6493,7940,1804,2,0
6335,6335,2,239,858,7611,6987,7659,8799,0,2475,3940,5560,7930,4580,9104,6361,4124,9799,3985,2180,5945,3490,0,0
6336,6336,2,6570,331,4962,6137,9347,7344,3,5957,5683,632,8724,592,818,1416,1583,4312,8074,3136,668,3713,3,0
6337,6337,1,1956,2053,7581,3616,4954,4689,2,6337,2183,404,9026,9224,2982,1529,5643,8826,4280,4161,7063,6833,0,0
6338,6338,1,6385,7006,3350,8288,6555,1185,4,5302,4173,9557,8156,1628,8145,6401,4184,5858,2633,4372,1811,855,0,0
6339,6339,2,2042,3467,2241,1451,380,7854,0,2559,6856,586,2250,6839,4236,7804,3921,486,4127,4580,1437,2479,0,0
6340,6340,2,9650,7289,7459,2012,7826,6539,3,5846,3350,1589,8027,451,1934,7379,9363,3636,6206,1707,363,2132,0,1
6341,6341,2,2817,5200,2807,446,4407,329,1,5716,1605,3651,8910,6800,8002,5543,5613,6656,5334,9246,9591,165,1,0
6342,6342,1,8883,2251,837,5129,996,7682,4,2130,1678,7962,6795,7066,5712,6720,7354,4171,4778,1555,7824,8088,1,0
6343,6343,2,8815,5835,3430,5308,6180,8847,4,7659,3359,8202,8617,2594,553,9579,5030,9177,5113,6897,8446,6853,0,1
6344,6344,2,8929,4331,23,6830,4734,5073,1,5840,8357,3787,9102,7312,3510,9162,5998,2098,7417,9934,9524,1196,2,1
6345,6345,0,3667,4020,744,9487,6586,5754,1,6909,9495,823,3157,5060,9429,5480,8214,5474,3897,5108,2521,7128,2,1
6346,6346,2,4530,3631,4804,3277,155,6487,5,6420,284,7741,171,1282,5529,5699,4894,9835,3318,1593,2728,8637,1,1
6347,6347,1,4706,1634,7461,5624,8532,2113,2,5604,3617,9722,491,5821,8282,5909,5708,8586,9446,1368,5188,8038,2,0
6348,6348,1,7015,3035,2186,5716,3978,6949,2,3797,6900,6898,4870,2421,1649,5202,432,7198,2857,9459,9121,3309,1,0
6349,6349,0,7846,9639,3617,4896,3977,9352,5,6309,6526,3637,7755,2088,9150,1541,1799,2231,3006,571,6309,1188,3,1
6350,6350,0,7033,8122,1658,6818,9469,6436,4,3718,1228,571,6700,8658,947,6888,1893,7186,56,4563,4773,7075,1,0
6351,6351,0,9100,5390,7713,3914,5450,2503,1,3789,434,9544,6631,6819,5498,1186,4275,5809,925,901,49,94,3,1
6352,6352,2,3649,4293,6173,1784,1321,3411,5,49,7875,7745,9316,4404,1086,944,1820,6352,2573,4939,3891,1266,0,0
6353,6353,0,507,3343,9191,4842,1694,715,4,9522,4259,4763,4233,6413,9154,35,6210,8036,6244,3016,4898,9956,3,1
6354,6354,0,7738,1461,5340,5363,4100,7636,0,3013,8781,9506,1835,256,6323,3196,4328,3802,4747,187,76,16,1,0
6355,6355,0,4955,7869,7764,5917,8109,6802,1,6542,8620,7134,1631,5113,3344,1115,8688,7927,3931,3950,5325,2936,2,1
6356,6356,0,9984,7922,4231,4029,2970,7093,1,3904,2059,8928,6077,5499,1782,5509,3971,824,2699,2374,7350,539,1,0
6357,6357,0,3050,6574,1164,1259,7553,7379,1,4772,1740,2997,3837,350,9839,5906,9293,1898,1218,652,7103,7292,2,0
6358,6358,0,7826,7889,7741,5450,5228,9902,0,1439,4949,8739,8905,534,2192,977,6171,5932,5007,1883,4866,7098,0,1
6359,6359,2,3798,5093,7132,1808,8049,4403,5,9399,6260,4866,2828,1943,5645,4653,2478,880,6936,9745,7124,500,1,1
6360,6360,0,4013,3847,5440,9116,4588,2167,1,9163,1835,4171,7373,2510,6562,6452,3804,7173,2482,5244,3727,8362,2,1
6361,6361,0,1500,1799,3967,1730,1335,5129,1,1126,4224,1763,744,4853,6772,8764,2644,9104,872,3317,1919,4103,1,0
6362,6362,0,7534,9615,3050,410,1536,5377,5,8767,6605,3510,9349,6877,3291,2282,9574,9586,116,4365,3405,5872,2,0
6363,6363,2,983,3078,6737,352,8805,3037,2,5565,1251,3436,8175,4461,4294,1418,9843,8280,3129,4885,7919,9112,2,0
6364,6364,0,6101,20,9830,4089,7564,6030,2,1158,1073,8775,5136,8438,384,9426,1810,8720,7456,9143,9794,8010,1,0
6365,6365,0,6873,9337,2160,3861,7745,4242,2,3783,8292,8377,9051,4040,5928,1922,7990,9658,8647,3268,4786,545,0,1
6366,6366,1,7792,8918,4223,6290,1660,1542,1,3114,932,9380,7561,605,8946,8147,3344,2444,3035,2502,1113,1129,1,0
6367,6367,1,7156,5531,543,9463,8254,6979,5,9306,9999,3326,7586,3311,4851,5465,1115,9906,1453,7936,7966,322,2,0
6368,6368,1,8307,5742,7577,1310,1180,4851,3,6814,9410,4934,9153,3627,3401,4701,6090,9167,934,9599,7001,5215,3,0
6369,6369,1,2637,1197,5328,7054,2730,74,2,8283,8875,195,3062,4070,3871,3156,8000,2235,357,1318,3417,6895,3,0
6370,6370,0,5681,3905,4236,3773,4985,4888,0,34,3819,2648,530,825,5107,4481,1067,8462,6250,259,9636,9891,1,1
6371,6371,1,5432,685,8700,3049,8370,4133,5,6049,3882,2000,2525,5111,64,768,2402,6604,1293,4005,4255,8751,3,0
6372,6372,2,7669,4117,838,8997,1974,8834,5,7561,8887,2442,2872,2090,7425,4845,5377,8659,6623,3291,7556,4436,2,1
6373,6373,2,3798,3898,6599,9554,9650,4483,1,4253,4463,7165,9500,7896,8586,3966,7072,8357,8346,192,6330,2231,2,0
6374,6374,0,9155,1181,1775,4994,655,5495,5,1554,2639,2426,756,6261,7384,710,3713,9352,6022,4225,6753,429,0,1
6375,6375,0,8309,3749,7761,3368,3804,4299,3,3145,2097,3563,2218,5192,6443,8365,7261,9423,3118,8437,4799,7611,0,0
6376,6376,1,1938,216,4306,5769,376,4046,1,9728,41,2384,6870,1302,1668,811,4486,6639,1546,759,8321,9585,1,0
6377,6377,0,9468,8115,9155,8769,5645,2920,1,8214,4164,1200,3069,3436,3984,7528,1969,1334,4755,1039,4549,1862,3,0
6378,6378,2,2216,9048,5492,766,5430,3303,1,9969,9450,1272,2836,9430,4750,8300,6917,1833,4063,5194,5001,8945,3,0
6379,6379,0,1033,1888,3668,5802,5575,6605,3,2800,4376,3128,8211,2820,3753,2455,5600,9658,2074,5769,2722,2041,3,1
6380,6380,0,1864,1781,7561,1011,5081,2215,3,6260,8508,3977,2660,7313,236,6720,6693,8406,2985,4664,7269,3089,3,1
6381,6381,2,5243,9172,6175,9242,6616,8232,0,2330,415,3996,7664,2541,4643,7035,5303,4252,6014,1640,6880,6364,0,0
6382,6382,2,4629,7767,5870,9127,316,8720,2,9827,8308,9735,94,9396,999,9858,6509,7716,480,7890,4133,5843,2,1
6383,6383,1,8187,6678,2915,6320,8010,8253,3,9592,4446,2212,8771,1110,431,1006,7243,9308,7901,3903,4460,6334,2,0
6384,6384,2,8462,2298,576,7598,6340,6774,1,8023,2898,4623,4375,5490,7776,915,463,7593,2867,3378,8886,9947,3,1
6385,6385,0,7154,7326,1310,1911,4881,8438,3,2573,3572,8516,4799,5330,6940,6150,1164,7999,8480,6420,5934,9797,3,1
6386,6386,1,3362,3694,8270,1669,1567,4844,2,3027,6982,7039,8516,443,149,9836,2774,9309,3897,5233,3793,2683,1,0
6387,6387,1,6119,1950,6786,6160,6510,746,3,6914,8749,6818,5469,5543,7715,6131,7265,77,7006,1516,8212,3638,3,1
6388,6388,2,225,2833,4368,4834,9963,3996,2,3537,8830,7803,143,1232,3541,9381,8588,4219,9112,539,1749,916,0,0
6389,6389,2,4406,5832,9092,6336,7113,2648,4,5157,4483,7380,9616,1773,6327,9055,7334,822,3660,9342,5160,350,3,1
6390,6390,2,5179,5997,5621,3815,1707,3039,4,4399,2269,2319,4490,5278,2794,8348,8958,6633,5903,4086,9175,1689,2,1
6391,6391,1,7961,7923,7944,284,240,7919,2,2386,7249,8900,8701,7646,6298,2516,8773,6973,8742,2865,7506,4816,2,0
6392,6392,2,4324,4872,4735,433,3937,8375,1,3154,568,4491,6717,1903,8504,2637,7741,9956,2496,8767,6367,8593,2,0
6393,6393,2,7694,8366,409,4878,8047,2105,0,7663,3672,5650,584,4892,9293,8246,7233,5019,7120,6949,389,6264,3,0
6394,6394,1,734,5709,3096,7055,3417,2827,4,4598,2610,7664,4496,735,2271,5620,9239,7774,2966,5620,205,1574,2,1
6395,6395,0,1120,1688,231,8340,8266,3258,1,3049,8159,168,1816,1508,8336,737,7432,8847,6370,8714,4681,5902,1,1
6396,6396,1,9508,1794,3531,499,6478,8132,3,6641,9668,3712,6244,7626,5674,6481,7256,683,6595,2132,5423,6033,2,1
6397,6397,1,2686,2202,3290,7967,923,2464,0,2864,9462,2323,5319,9158,6451,6874,1306,7324,3150,6017,6320,8126,1,0
6398,6398,0,3895,7121,6786,1200,8521,2913,5,428,1480,4689,9212,5134,3916,3707,5489,5535,2666,4367,3200,2668,3,1
6399,6399,2,4353,8557,9655,5552,397,3798,4,8637,99,6631,1397,1557,2914,6417,2328,7439,1293,3812,5011,8161,1,1
6400,6400,2,3734,9210,2183,5706,7233,7306,5,2293,1129,8797,3644,314,6044,2580,5187,9224,6611,9903,1676,6081,0,1
6401,6401,0,1740,955,2388,5190,259,1259,1,2711,346,2648,5456,3343,5352,5322,6528,7595,918,8258,448,9629,0,1
6402,6402,2,8319,6563,6136,814,5525,1729,2,2821,3718,4044,9795,4752,8181,9374,6710,8792,3091,2446,8124,217,0,0
6403,6403,0,4979,8600,4772,1179,4721,2524,0,8073,7165,9019,1883,411,4654,7673,2617,5688,7603,2451,7344,3605,3,0
6404,6404,1,5728,3493,4888,9769,7109,9816,3,730,4629,5638,4276,1213,199,5754,3954,8451,8374,2331,4297,29,2,0
6405,6405,0,1564,8239,40,3521,3544,1701,2,8987,9500,7792,8684,6542,3551,4530,4738,3076,9910,583,654,4312,0,1
6406,6406,2,8956,6211,2731,7252,4125,2981,3,657,8571,6602,9815,1893,3242,1334,2733,1322,5226,9592,8627,8183,1,1
6407,6407,0,644,406,2961,6019,7031,4854,4,4636,9253,8345,7136,2688,3039,7268,1795,5668,3963,3353,6597,5405,3,1
6408,6408,2,429,4897,9915,9657,9762,5599,2,559,7391,4495,5072,4718,7408,6393,2074,2505,251,4206,3262,3987,3,0
6409,6409,1,968,3873,139,8784,1573,357,5,2638,5986,7096,2114,4200,5262,8524,4796,3790,5349,438,6571,4318,3,0
6410,6410,2,3876,5052,5795,3377,1608,8755,3,4928,8474,2451,9133,7239,116,4128,1289,8928,3007,1962,2450,5875,1,0
6411,6411,2,6121,1876,5458,7166,5194,7389,2,5684,9371,4781,3445,3823,1447,9789,2891,3344,8177,1997,9424,6948,3,1
6412,6412,2,4921,8246,9973,3692,8559,7991,0,1676,1365,8497,7548,8928,1546,2341,5817,9472,4875,9473,5560,4629,0,1
6413,6413,0,8086,4937,8852,4867,2072,8528,5,7627,9017,9803,9540,7698,3887,5539,4433,3218,4159,2961,2901,8805,2,1
6414,6414,0,2922,8741,4035,6784,4853,1778,4,7879,7368,8797,1959,8544,1944,1488,7288,8945,7891,857,8662,838,2,1
6415,6415,0,6727,3363,1401,9683,8685,6398,1,4337,871,4820,6452,3640,8480,5440,1901,7035,451,7236,5841,9954,0,0
6416,6416,0,3782,6756,6633,1438,8494,2671,1,1241,9213,8343,2580,5259,9266,9958,4608,7909,6218,3356,3088,9517,0,1
6417,6417,1,4087,8181,9155,3586,9615,4164,1,9643,1915,8526,2586,3094,6562,2209,5893,9454,2633,428,916,2555,3,1
6418,6418,1,2754,4130,1899,9179,8330,6990,2,8817,3088,6291,7209,5624,6035,3390,949,6853,7782,3540,6543,1381,2,1
6419,6419,0,6775,3081,6387,2459,4386,7999,4,1413,4062,5461,7100,6462,2909,9831,5955,4499,9967,3395,249,8438,0,1
6420,6420,1,8480,3163,88,2717,3921,2792,5,4658,8783,2674,8122,3919,4026,2803,4456,4402,2327,568,4171,9677,2,0
6421,6421,0,9399,6466,4689,466,4917,4333,0,6408,7935,9168,1178,4880,4630,5442,9918,9711,8040,1375,4848,8162,3,1
6422,6422,0,6737,4214,3172,4758,4821,2482,3,5477,9583,7290,5144,3903,7265,9176,732,6264,2177,4855,9228,7516,0,1
6423,6423,1,9820,6955,9890,3603,7675,2524,4,3646,7791,1708,2577,5225,2211,3027,3196,9890,4538,4566,5189,3562,1,1
6424,6424,2,6830,4461,4128,4481,3912,7050,4,5332,4885,8701,3387,5875,8382,6108,3891,9717,4664,3740,8122,1804,3,1
6425,6425,2,6352,8310,288,8719,3486,8565,1,9759,8091,923,8192,6740,2577,9537,4872,8107,3511,6345,6034,8175,0,0
6426,6426,2,6118,6977,6370,1794,1494,1467,1,8524,1046,9599,8918,1620,8010,8606,1007,9678,2629,400,872,4186,3,1
6427,6427,0,7169,6847,570,7461,8721,4977,1,5259,6735,3357,6662,5569,3104,7005,2283,2242,720,3825,9868,4301,0,1
6428,6428,1,9206,3048,6633,6584,9538,8747,3,8701,6086,2717,7748,918,8981,2934,3411,9448,1674,8725,1139,2124,3,1
6429,6429,1,4431,723,4930,9229,5074,8033,2,3668,4972,1429,5411,4806,3840,7675,1361,8788,2323,6613,4240,4299,0,1
6430,6430,1,8875,2814,1061,7886,8960,6721,1,2623,6509,5373,6539,2062,5988,5110,3306,9442,1222,1463,2568,2792,2,1
6431,6431,0,5466,8875,7756,205,7336,8530,1,8474,3797,6995,7831,5274,3150,6914,5123,7862,3424,2452,92,3783,1,1
6432,6432,0,7965,7159,8602,1470,33,7822,3,1419,8078,4373,8351,1743,3654,9323,4406,5978,1502,8762,8787,6819,3,1
6433,6433,2,2676,842,103,3935,4083,3256,1,6414,3576,6144,1620,132,1763,2064,7289,5148,7475,4772,659,2652,0,0
6434,6434,1,3911,850,4730,5306,2105,416,0,3629,8155,7089,9435,6816,5004,8683,9882,2700,318,5724,7564,5582,2,1
6435,6435,1,9484,7133,2238,7454,2265,1549,0,1581,2811,6375,4171,135,6309,1283,767,3483,4928,1152,628,2618,3,1
6436,6436,0,6798,5435,7193,9288,9103,7314,0,5465,9392,2024,1150,2218,5164,1857,3826,1175,5924,1149,2373,3314,3,1
6437,6437,1,6718,2755,7639,2350,8837,2193,0,8073,6509,4602,8747,3916,7665,3389,6724,5347,8352,8183,977,7409,2,1
6438,6438,2,9814,4523,32,6866,5190,9682,4,6267,7257,3090,2731,5930,3000,9997,943,9041,6554,8691,2523,6867,1,0
6439,6439,1,3462,5849,9808,2966,2382,1303,0,1270,9055,1164,9313,4515,6635,6394,8483,2782,5599,3307,7856,4551,0,0
6440,6440,1,5834,5462,1082,1317,2352,4739,3,3466,472,3777,6720,7927,1700,4976,8352,7761,2128,401,946,5965,3,0
6441,6441,1,3321,3461,242,257,292,2552,4,7394,3736,6562,4057,8425,4527,1557,1554,9265,8322,2458,936,4017,3,0
6442,6442,1,760,6008,7369,9171,4139,8829,5,5069,6338,5694,7451,4724,7855,3600,112,6179,2832,4611,8687,9510,3,1
6443,6443,2,4530,7438,132,7452,3328,3015,5,8055,1880,8659,5986,9756,8376,3014,7771,4187,5273,5952,990,2225,0,1
6444,6444,1,7281,5630,4056,6649,512,7335,4,9844,9009,8401,7526,6193,1844,7489,4353,1421,3133,8106,2338,3615,1,0
6445,6445,2,1157,6565,2152,1204,9797,2183,2,3362,2203,5826,8157,2459,7963,6955,6909,947,6644,5831,7926,5243,2,0
6446,6446,2,1854,573,3375,5051,7244,5862,1,5274,9553,7983,6473,3516,8137,1593,3182,8064,5310,4954,1486,2360,1,0
6447,6447,0,7262,6479,209,3196,3163,1941,1,7316,4640,5431,7032,3504,931,7338,2087,1017,8758,3506,9511,7630,0,0
6448,6448,0,458,6096,21,8249,2404,3456,3,2292,4533,5414,5952,3854,7579,4663,2965,138,9606,1223,6821,2708,1,0
6449,6449,1,2844,9060,5450,760,1916,7331,0,7936,290,485,2956,5434,2231,6314,515,9564,8817,8695,7142,1716,2,0
6450,6450,0,5430,7877,3504,7225,9903,4901,3,4883,6519,5292,9565,3090,9654,2532,6991,4377,5925,171,1030,4240,1,0
6451,6451,0,4502,1697,4383,6728,5675,2854,0,3421,6329,8004,2561,7084,5500,2858,7118,5650,9618,5030,346,4950,0,0
6452,6452,0,995,4857,5629,1186,7814,8285,3,149,7211,3417,9658,9343,5808,1787,1996,2807,4592,9443,6471,9363,0,1
6453,6453,0,9684,9964,821,1954,5941,8927,0,7108,5255,4930,7805,8132,4733,6997,6373,4141,7546,2696,1476,2211,1,1
6454,6454,2,1913,1349,3532,2461,5280,7203,3,2052,1346,8993,7378,2144,2203,217,4143,817,7589,5311,4765,1365,0,0
6455,6455,0,980,4441,1438,8732,8890,9801,3,1662,297,4468,8676,695,9951,5459,5039,9406,7794,5735,8906,1995,1,0
6456,6456,2,3375,7657,3065,3099,5906,8620,0,2659,338,9032,7123,9579,8928,7697,8442,1939,1590,4347,5227,1488,1,0
6457,6457,0,6078,6717,7079,6792,780,7097,0,138,3193,9857,9517,7579,3299,9088,718,6501,9632,30,1463,8905,0,1
6458,6458,0,6990,2395,1181,4331,716,1421,1,9350,1848,4308,446,4938,5605,9634,8422,2339,9419,4541,916,6452,1,0
6459,6459,1,1933,1677,7022,2570,8565,3000,3,7583,3368,8778,6129,4721,3287,9547,2919,2294,8878,2880,5013,7867,0,1
6460,6460,1,1241,7259,5688,8087,1333,3697,0,810,8205,9684,3395,3652,8499,4106,2109,16,2658,2098,900,7872,1,0
6461,6461,2,5112,3211,3939,9510,4799,5687,1,9603,288,7412,3938,2747,2036,8692,6292,4996,9749,7753,555,7078,1,1
6462,6462,2,6428,1680,9568,3942,4147,7556,0,292,8225,1866,9562,3258,4807,227,347,370,4138,1699,5354,6504,0,1
6463,6463,2,4643,9947,270,7886,8724,6550,4,1444,8507,1154,9500,9178,4532,7881,9890,8179,2837,4939,5244,6619,3,0
6464,6464,1,2627,7839,7126,2549,7646,5247,2,414,6667,9087,7122,8558,2539,63,7155,6751,3822,7720,4443,700,3,0
6465,6465,1,465,1714,1255,7868,4328,3021,5,7111,6029,88,5388,8599,8476,2230,2660,8059,3576,2406,2157,7590,1,1
6466,6466,2,2033,429,1503,3649,8927,7576,1,9482,3898,3382,9805,4168,5075,2984,9739,5592,2827,8289,7270,8528,2,0
6467,6467,1,4914,2551,3468,5524,8639,1057,1,5921,3186,3900,4519,6799,7606,3204,2075,9616,4532,9639,6755,1054,0,0
6468,6468,0,8081,624,7986,2236,5793,1800,1,4221,402,9494,5249,7847,3635,4181,3715,9786,2108,7535,5668,1033,3,1
6469,6469,1,4620,4598,6505,908,5947,617,4,8632,5690,5663,7036,7554,8159,9895,8326,7886,3289,383,1575,6411,3,0
6470,6470,2,7848,117,4632,224,2729,6558,1,7937,9727,7103,979,4493,1883,7937,5415,8595,5194,5604,7649,7598,0,1
6471,6471,0,4512,7403,158,5317,6494,2361,2,4778,3794,3723,9620,588,372,7948,9056,8861,9227,519,8921,8556,3,1
6472,6472,1,471,1110,7858,9077,8445,7336,0,6209,2560,2135,9765,9416,7550,5173,8827,5891,8209,9057,7629,6925,1,0
6473,6473,0,7218,9602,7209,1012,3606,9194,3,2445,5693,7450,2573,274,6898,1312,2297,7425,2405,8657,4377,3168,2,0
6474,6474,2,837,5552,2043,806,34,7181,1,6397,2135,1294,4209,1579,5404,944,2831,9611,1775,5232,7270,2616,2,0
6475,6475,2,8862,424,9882,9935,3680,8166,2,7780,2541,3546,5316,8289,8961,1109,7819,6234,3138,4179,8778,3936,1,1
6476,6476,1,8019,7880,1226,1220,9677,3860,1,9442,9728,2492,8502,2068,4904,5677,9431,9301,4176,8756,9133,3384,2,0
6477,6477,1,1993,1918,3424,4892,7587,3839,1,7011,653,3532,1259,882,1215,5095,5457,8475,8435,9893,7791,9812,0,0
6478,6478,2,8583,3432,9477,7597,5408,6030,4,159,5871,9481,4803,1321,4457,7143,7400,8257,5704,8659,3377,8853,3,1
6479,6479,0,6985,6675,7896,5602,8332,3001,4,7036,4007,5839,122,3424,9110,5987,8453,3802,1607,7116,2491,8376,2,0
6480,6480,2,3223,7862,7237,877,5052,9102,5,8965,929,103,2234,2500,2606,2295,9329,6614,2818,8874,7077,6985,0,1
6481,6481,2,4999,1061,4367,1716,5060,3232,2,336,487,100,6027,9663,2530,2673,224,1307,2358,1012,4669,8050,2,1
6482,6482,1,6874,1639,8509,8522,2674,1087,2,7398,7482,8188,8258,8154,1101,2707,9895,5575,2028,2818,1450,1667,3,0
6483,6483,1,8843,2193,7107,8808,3920,6198,1,7265,5311,9138,8449,6015,2419,7923,1483,9549,1714,4128,1494,8938,0,0
6484,6484,1,8477,1709,4510,6447,5991,6431,1,3277,5520,6768,1104,6589,3561,8493,1722,4653,7153,7871,8023,1036,3,0
6485,6485,2,7185,7150,9189,8506,7203,4235,5,9647,3544,8810,3193,5425,7243,7381,6752,5229,1907,1955,9191,3867,2,0
6486,6486,0,832,8369,7222,1872,1693,4566,1,9080,3143,9705,3787,3838,6468,1120,3427,4030,3004,2607,3054,5082,2,1
6487,6487,1,3903,311,1049,2645,9374,9539,3,6559,5041,4240,7776,4329,2716,1234,7402,8911,302,9134,5812,9039,2,0
6488,6488,2,5492,959,129,3286,510,1977,4,8887,1442,124,4981,5396,1765,4028,9883,5079,4411,3723,6846,1460,2,0
6489,6489,2,1791,560,4735,5815,7617,6253,4,1682,1108,2847,716,8391,1840,6451,34,2895,3320,7447,2071,6455,3,1
6490,6490,1,7934,3340,1632,5082,602,4742,1,3101,9263,2209,8033,1024,1445,503,8876,3990,2745,1004,2794,1372,0,0
6491,6491,2,6101,4798,8276,1874,8407,7456,5,255,6558,1547,3163,2132,8745,6509,4112,9202,9925,1194,3344,8084,1,0
6492,6492,1,2084,5097,9563,317,8928,3953,0,1503,3593,3316,4734,5205,3099,2112,1324,8110,361,7169,2461,7396,2,1
6493,6493,2,5714,4533,2660,5808,7550,5876,1,2236,3890,1142,1184,4454,2128,8282,1051,5839,9577,4865,910,2127,0,1
6494,6494,2,7944,6589,6943,2204,4997,676,4,2659,2292,7577,392,4333,5711,1116,9863,4401,6328,8937,7825,6791,0,1
